lyrics,mood,embedding
one orgasmatron outstretched grasping hand image agony servant rape land obsequious arrogant clandestine vain two thousand year misery torture name hypocrisy made paramount paranoia law name called religion sadistic sacred,0,"[-0.01843727 -0.00798095 -0.00585768 ... -0.00148309  0.01149484
 -0.01808162]"
go back manhattan nothing ever happened cross bridge exist prince waiting kingdom downtown go back manhattan nothing ever happened,3,"[-0.00426903 -0.01391055  0.01175879 ... -0.01628989 -0.00331901
 -0.0158485 ]"
know love like know love sun rise heart sings like moonbeam shine everything told sure woke love whispered name baby believe could lie tried know love like know love bird sound sweet smile going mile arm everything,2,"[ 0.00199541 -0.00733942  0.00125163 ... -0.00931189  0.00423327
 -0.02460017]"
crawling winfield never saw sign lightning flash thunder class oh dream ophelia saw dark cloud rolling scavenger revolving made love log fog dream ophelia hint searchlight,3,"[-0.01036895 -0.00985775  0.00503595 ... -0.0025577   0.00407574
 -0.00201887]"
dear god writing letter clue help sitting simply trying figure life tell never wanted person see tell always wanted die kept alive tell lie awake conducting symphony gifted ever sleep mad get weak inside start fall apart feel nothing,3,"[-0.00357389  0.00426527  0.00291002 ... -0.00200709  0.01646946
 -0.04702807]"
quiet war begun silent weapon new slavery keep people poor stupid focus decorum logic biological war know wrong new world order beating door oh something need done king evil king dreamt wickedness dream ancient mystery prophet could interpret seven year famine wolf door predicted year ago word predict future tell truth past world leader hail new pharaoh eighth false king throne washington next,0,"[-0.01758142 -0.0183077  -0.00775611 ...  0.00676261  0.01925323
 -0.01098325]"
cover long grass look see cloud going discover dust sunlight make sky blue afternoon hay river flowing around sound moving closer telling story told flora dream never knew silver willow tear persia come faroff island,2,"[ 0.00850186  0.00893786  0.00429862 ... -0.00148425 -0.00231281
 -0.02705881]"
nice sugar spice disco dollar life vice make film make star would natural way would like long black leash would parade high street got attraction got pulling power talk little maggie walk little sex dwarf maggie maggie make scene team taking headline sound like dream hit floor watch move aside take ride ride love miniature way know say small boy ex dwarf ex dwarf ex dwarf ex dwarf ex dwarf mmm sex dwarf poll look huge big gold dumb chauffeur looking procure run little maggie sure disco folly,1,"[-0.0137332  -0.01153196  0.00656515 ... -0.01019299 -0.02715794
 -0.02983588]"
know make love know never want let go started something see ever since met hold happens true want matter go want spend moment day took happened one kiss never knew could love like crazy true want,1,"[ 0.01027388  0.00231366  0.01704159 ... -0.01137465  0.0174221
 -0.02132237]"
mess guess asked needed well know better least something happened something happened confidence held u rope almost hung time wonder really took step break right know better day see light feel ray life always back forth making useless mucous waiting rain stop destination beautiful seems still waiting sun someday come back u,2,"[-0.00440028  0.00218443  0.01792243 ... -0.01487715  0.02184776
 -0.01853707]"
given easy moving free reason ticket oneway ride skin nothing leave akin everything stride need reason need rhyme nothing would rather going party time friend going yeah highway hell highway hell highway hell highway hell,0,"[ 0.00642794  0.0011997   0.0033094  ... -0.02977439  0.0136057
 -0.03320989]"
still get jealous dear folly still get jealous look may show bear start stare think,2,"[-0.00874456 -0.0168733   0.01739332 ...  0.00926458  0.01313737
 -0.02641158]"
pale old time true rarely even friend somebody bend unexpectedly must little change ho ho small say least little scared either one prepared beauty least eye beautiful surprise love like miracle sure sun rise pale old time june old song bittersweet strange finding change learning wrong certain sun ho ho rising east,1,"[ 0.00295654 -0.0083982   0.03375445 ... -0.00440788  0.00425298
 -0.01786049]"
well flower noontide tell tale springtime someone call hungry spite absent luck blame slightly,2,"[-0.00928392 -0.01106795  0.02124039 ... -0.00974567  0.01350262
 -0.02574592]"
black flash love well eye black flash come though life telling thing believe believe white flash see sky turn side turn back know turn blue know sky feeling blue heart cold feel like one told time side time oh talk oh talk talk know like one told know though king fowl bowled feel like sentimental care share heart heart hopelessly hopelessly breaking,3,"[-0.01294545 -0.0176142  -0.00523187 ...  0.00565095  0.02132038
 -0.03556889]"
sure enjoyed rain looking forward sun feel pain lose love gave someone thought time would take away lonely tear hope fine alone go without okay without lost way heart stuck second place ooh ooh without,3,"[-0.00425061 -0.00698805  0.01180954 ... -0.01254548  0.00358344
 -0.01543424]"
grow living like good boy ought mamma take shine best son something different girl seem like handsome like talk whole lot fun girl gone amissing house got empty bed folksll wonder bout wedding listen word said going take mamma night yeah show get packed cheap champagne let good time roll music good well bad going sing along matter dancer mind new orleans tip make cut,1,"[ 0.00891151 -0.00983864  0.0086486  ... -0.00109232  0.02137933
 -0.00396798]"
sky field land midnight light old summer cold summer end time earth like belly heavy sleeping beast,0,"[ 0.0094428  -0.01007595 -0.00340744 ...  0.01384762  0.00937472
 -0.03303277]"
bitter happier productive comfortable drinking much regular exercise grm day week getting better associate employee contemporary ease eating well microwave dinner saturated fat patient better driver safer car baby smiling back seat sleeping well bad dream paranoia careful animal never washing spider plughole deep contact old friend enjoy drink frequently check credit moral bank hole wall,3,"[ 0.00782541  0.00225421  0.02750878 ... -0.00587611  0.00350028
 -0.02728318]"
night lie still go sleep come come must look dim light say small way try try help blue sky falling sad scene bad dream world uncertain cloud hard see grab lift hold tight sway go walking,2,"[ 0.00906146  0.00138308  0.01640204 ...  0.00803297  0.00547183
 -0.020516  ]"
staring window world rush arthur robinson close glass reply dream ballerina know seen cadillacs sailing born shore chesapeake may maryland virginia faded away keep thinking tomorrow coming today endless waiting comet coming girl could make clean shadow modern machine talk robinson cadillac dream,2,"[-0.00574188 -0.00932418  0.00950075 ...  0.00890314 -0.02308975
 -0.0023684 ]"
sarah faltered froze morning omen told warned sky turned red sarah said rain fall twice day gone back morning light colourless devise rise shelter used know gone lost sight,3,"[ 0.00221681 -0.0179729  -0.00348664 ...  0.00211417 -0.0040098
 -0.01748285]"
free could lacerated lip robe right chest fly high moscovite sky going rip rip oh never rest going meet midnight going meet midnight see used living alone got learn live die free naked shining silver moon fly high moscovite sky going rip rip never sleep,1,"[-0.00898693 -0.01080366 -0.01085201 ... -0.00617204  0.02790715
 -0.03105707]"
would anything sparkle eye would suffer would fight compromise within star shine bright answer question haunt tonight must rise away hold way must rise away love way would soothed would saved could see need held arm freed everything happens reason never understand know heart woman,3,"[-0.00244893  0.00552392  0.00222064 ...  0.00085047 -0.00086041
 -0.02971919]"
two month fun two year pain add get life rain need scream ashamed going rain going rain want go want stay want really blew world want live one way want die anymore want live want high anymore give live lie anymore need give save two month sun life rain add need scream,3,"[-0.00849583 -0.00338997  0.01133224 ... -0.00028828  0.00342175
 -0.00992741]"
going walk right town laugh crowd stranger chasing never stop look behind back tell said fear life danger town get hotel tell soon going walk right town crowd stranger,1,"[ 0.00839547  0.00175435  0.01137904 ... -0.02809641  0.00664279
 -0.02448401]"
gone away back back friend floating away silver cloud lined wildest dream back system waited much long back system finally coming home thinking day back began made first stand get taken away silver cloud lined wildest dream back system waited much long,2,"[-0.0205451  -0.01895949 -0.0050448  ... -0.00293574 -0.00186004
 -0.02694172]"
let drown let let drown let let drown let let drown let let drown let let drown let let drown let let drown let,3,"[-0.02950809 -0.00192785  0.01143821 ... -0.03393848 -0.01689958
  0.00026166]"
